Name,Typ Einträge,AI assist
GBMZ - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Eine generelle zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht ist in den Statuten nicht festgelegt. Die Mitgliedschaft und das Mietverhältnis bestehen grundsätzlich unbefristet, solange die Bedingungen der Statuten und des Mietvertrags eingehalten werden. Bei andauernder Unterbelegung einer Wohnung kann jedoch ein Umzug in eine kleinere Wohnung verlangt werden, und bei Ablehnung eines zumutbaren Angebots kann ein Unterbelegungsbeitrag erhoben werden (Art. 4 Abs. 8).

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird kein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" verwendet. Die Statuten sprechen von ""Mitgliedschaft"", ""Mietverhältnis"" und ""Benützung der Wohnung"".

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann durch den Vorstand ausgeschlossen werden, wenn ein wichtiger Grund vorliegt, z.B.:
  - Verletzung der Mitgliedschaftspflichten oder der genossenschaftlichen Treuepflicht
  - Unzulässige Untermiete oder Nichtbewohnen der Wohnung
  - Zweckentfremdung der Wohnung
  - Missachtung der Statuten oder des Vermietungsreglements
  - Andauernde Unterbelegung und Ablehnung eines zumutbaren Umzugs
  - Ablehnung von zwei Umsiedlungsangeboten bei Renovation/Abbruch
  - Vorliegen eines ausserordentlichen mietrechtlichen Kündigungsgrundes (z.B. gemäss OR)
  - Verletzung von Bestimmungen der Wohnbauförderung, sofern kein zumutbares Umsiedlungsangebot gemacht oder angenommen wurde
Dem Ausschluss hat in der Regel eine Mahnung vorauszugehen, außer diese ist nutzlos oder eine mietrechtliche Kündigung ist bereits erfolgt (Art. 12).

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Die Kündigung des Mietvertrags richtet sich nach den mietrechtlichen Bestimmungen und setzt das Vorliegen eines Grundes voraus, der auch zum Ausschluss aus der Genossenschaft berechtigen würde (Art. 12 Abs. 5). Dazu zählen insbesondere die oben genannten Gründe.

- Wird ein Ersatz angeboten?
Bei grösseren Umbauten oder Ersatzneubauten haben die Betroffenen Anspruch auf mindestens zwei Wohnungsangebote von der Genossenschaft. Bei Ablehnung von zwei zumutbaren Umsiedlungsangeboten kann das Mietverhältnis beendet werden (Art. 5 Abs. 4, Art. 12 g und i)."
Familienheim-Genossenschaft Zürich | FGZ - Vermietungsbestimmungen,Vermietungsbestimmungen,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Mitglieder haben ein lebenslanges Wohnrecht innerhalb der FGZ und können auch im Alter von sicherem und günstigem Wohnraum profitieren. Das lebenslange Wohnrecht gilt jedoch unter der Bedingung, dass die Belegungsvorschriften eingehalten werden (z.B. bei Familienobjekten: mindestens ein Kind muss wohnen, Anzahl Zimmer = Anzahl Personen). Bei Unterbelegung (z.B. wenn Kinder ausziehen) wird eine Zügelfrist gesetzt, innerhalb derer eine passende kleinere Wohnung vermittelt wird.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Ja, es wird explizit von einem ""lebenslangen Wohnrecht"" gesprochen.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Dazu finden sich im Dokument keine konkreten Angaben.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Ein Wohnungswechsel (Zügelfrist) wird notwendig, wenn die Belegungsvorschriften nicht mehr erfüllt sind, z.B. wenn Kinder ausziehen und die Wohnung unterbelegt ist. Dann muss die Familie in eine kleinere Wohnung umziehen. Ein expliziter ""Rauswurf"" wird nicht beschrieben, sondern eine Umzugsverpflichtung bei Unterbelegung.

- Wird ein Ersatz angeboten?
Ja, bei einer Zügelfrist wird eine neue, passende Wohnung innerhalb der FGZ vermittelt."
Familienheim-Genossenschaft Zürich | FGZ - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnen in einer Wohnung der FGZ. Das Wohnrecht ist grundsätzlich gewährleistet, solange kein Ausschlussgrund vorliegt (Art. 47).

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Ja, es wird explizit von ""Wohnrecht"" gesprochen (Art. 47).

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann ausgeschlossen werden, wenn ein wichtiger Grund vorliegt, z.B.:
  - Verletzung der Mitgliedschaftspflichten oder der genossenschaftlichen Treuepflicht
  - Missachtung von Beschlüssen der Generalversammlung/des Vorstands
  - Schädigung des Ansehens oder der wirtschaftlichen Belange der Genossenschaft
  - Nichtwohnen in der gemieteten Wohnung oder fehlender zivilrechtlicher Wohnsitz
  - Zweckentfremdung der Wohnung (z.B. gewerbliche Nutzung)
  - Unzulässige Untermiete oder dauernde Nichtbewohnung
  - Ablehnung von drei angemessenen Ersatzwohnungsangeboten bei Ersatzneubau
  - Dauerhafte Unterbesetzung und Ablehnung eines Umzugs in eine angemessene Wohnung
  - Mietrechtliche Kündigungsgründe nach OR (z.B. Zahlungsverzug, schwere Vertragsverletzung)
  - Verletzung von Förderbestimmungen, sofern kein zumutbares Ersatzangebot gemacht oder angenommen wurde (Art. 10)

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Die Kündigung des Mietvertrags richtet sich nach den mietrechtlichen Bestimmungen und den in Art. 10 genannten Gründen (siehe oben). Dazu zählen insbesondere Verstöße gegen den Mietvertrag, Unterbesetzung, unzulässige Untermiete, Zweckentfremdung, etc.

- Wird ein Ersatz angeboten?
Bei Ersatzneubauten wird ein Ersatz angeboten: Die Genossenschaft kündigt Ersatzneubauten frühzeitig an und bietet den betroffenen Bewohnerinnen und Bewohnern faire Ersatz-Wohnobjekte an oder berücksichtigt sie bei der Erstvermietung der Ersatzneubauwohnungen vorrangig (Art. 2). Bei Trennung/Scheidung besteht das Recht auf eine angemessene Ersatzwohnung, soweit verfügbar (Art. 11).

Quelle: https://fgzzh.ch/wp-content/uploads/2023/11/FGZ-Statuten-2023.pdf"
Eidgenössisches Personal | BEP - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Eine maximale Aufenthaltsdauer ist in den Statuten nicht festgelegt. Die Mitgliedschaft und das Wohnrecht bestehen grundsätzlich, solange die Voraussetzungen erfüllt sind und kein Ausschluss- oder Austrittsgrund vorliegt.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird von ""Mitgliedschaft"", ""Wohnrecht"", ""Mietvertrag"" und ""Residenzpflicht"" gesprochen. Mitglieder sind verpflichtet, selbst in der gemieteten Wohnung zu wohnen und dort zivilrechtlichen Wohnsitz zu haben (Residenzpflicht).

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann ausgeschlossen werden, wenn ein wichtiger Grund vorliegt, z.B.:
  - Verletzung der Mitgliedschaftspflichten oder der Treuepflicht
  - Missachtung von Beschlüssen oder Schädigung der Genossenschaft
  - Nicht-Einhalten der Residenzpflicht
  - Zweckentfremdung der Wohnung
  - Verletzung von Statuten oder Reglementen (z.B. Belegungsvorschriften, Untermiete)
  - Ablehnung eines Umsiedlungsangebots bei Umbau/Abbruch
  - Mietrechtliche Kündigungsgründe nach OR (z.B. Zahlungsverzug, schwere Vertragsverletzung)
  - Kündigung wegen subventionsrechtlicher Vorschriften, wenn keine Ersatzwohnung angeboten werden kann

Vor dem Ausschluss erfolgt in der Regel eine Mahnung, außer diese ist nutzlos oder es liegt eine außerordentliche mietrechtliche Kündigung vor.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Die Kündigung des Mietvertrags erfolgt nach mietrechtlichen Bestimmungen, insbesondere bei Vorliegen eines außerordentlichen Kündigungsgrundes nach OR (z.B. Zahlungsverzug, schwere Vertragsverletzung, Zweckentfremdung, Verletzung der Belegungsvorschriften).

- Wird ein Ersatz angeboten?
Bei Umbauten oder Ersatzneubauten wird nach Möglichkeit mindestens ein Umsiedlungsobjekt bei einem gemeinnützigen Wohnbauträger angeboten. Bei Ablehnung eines solchen Angebots kann ein Ausschluss erfolgen. Bei Kündigung aufgrund subventionsrechtlicher Vorschriften wird ein Ersatz angeboten, sofern möglich. Ist dies nicht möglich, kann ein Ausschluss erfolgen.

Quelle: Statuten der BEP, gültig ab 1.10.2024, insbesondere Art. 4, 7–12."
Zurlinden - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
In den Statuten ist keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht in einer Wohnung der Genossenschaft festgelegt. Die Mitgliedschaft und das Wohnrecht bestehen grundsätzlich, solange die Voraussetzungen erfüllt sind und kein Ausschluss- oder Austrittsgrund vorliegt.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird kein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" verwendet. Die Statuten sprechen allgemein von ""Mitgliedschaft"" und ""Vermietung"" bzw. ""Mieter"".

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann durch den Vorstand ausgeschlossen werden, wenn ein wichtiger Grund vorliegt, der eine Fortführung der Mitgliedschaft für die Genossenschaft unzumutbar macht. Wichtige Gründe sind insbesondere:
  - Verletzung von Mitgliedschaftspflichten, insbesondere der genossenschaftlichen Treuepflicht oder der Pflicht zur Offenlegung von Informationen
  - Schädigung des Ansehens oder der wirtschaftlichen Interessen der Genossenschaft, von Beteiligungen oder von Genossenschaftern
  - Missachtung von Statuten- oder Reglementsbestimmungen, Beschlüssen der Generalversammlung oder des Vorstands
  - Übergang des Mitgliedschaftsverhältnisses auf Dritte ohne Erfüllung der Voraussetzungen
  - rechtskräftige Verurteilung zu einer Strafe wegen eines Verbrechens oder Vergehens
  - längerdauernde Einschränkung der Urteils- oder Handlungsfähigkeit
  - Verlust von wesentlichen beruflichen Fähigkeiten oder regulatorischen Voraussetzungen, die für die Mitgliedschaft relevant sind

Vor einem Ausschluss ist in der Regel eine Mahnung mit Fristsetzung erforderlich, außer wenn dies von vornherein als nutzlos erscheint. Der Ausschluss ist zu begründen und kann innert 30 Tagen an die Generalversammlung weitergezogen werden (ohne aufschiebende Wirkung).

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Dazu enthalten die Statuten keine spezifischen Regelungen. Es wird auf Vermietungsreglemente verwiesen, die vom Vorstand erlassen werden und die Rechte und Pflichten der Mieter regeln. In den Statuten selbst finden sich keine expliziten Ausschlussgründe oder Verfahren für den Wohnungsverlust.

- Wird ein Ersatz angeboten?
Dazu findet sich in den Statuten keine Angabe. Ein Ersatz für eine Wohnung oder Mitgliedschaft wird nicht erwähnt.

Quelle: https://www.bgzurlinden.ch/mm/Statuten_BGZ_per_01.06.2025.pdf"
Wiedikon - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht; die Genossenschaft besteht auf unbestimmte Zeit. Die Mitgliedschaft und das Mietverhältnis enden durch Austritt, Tod, Ausschluss oder Kündigung des Mietvertrags (Art. 9, 10, 11).

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird nicht verwendet. Es wird von ""Mitgliedschaft"" und ""Mietverhältnis"" gesprochen.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann ausgeschlossen werden, wenn ein wichtiger Ausschlussgrund vorliegt, z.B. Verletzung der Mitgliedschaftspflichten, Missachtung von Beschlüssen, Schädigung der Genossenschaft, Nichtwohnen in der Wohnung, Zweckentfremdung, Missachtung der Statuten oder des Vermietungsreglements, oder bei ausserordentlichen mietrechtlichen Kündigungsgründen (Art. 11).

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Die Kündigung des Mietvertrags richtet sich nach den mietrechtlichen Bestimmungen, insbesondere bei ausserordentlichen Kündigungsgründen nach Art. 257d OR, 257f OR, 266g OR, 266h OR sowie anderen Verletzungen des Mietvertrags (Art. 11 Abs. 1e, 6).

- Wird ein Ersatz angeboten?
Es gibt keine Regelung in den Statuten, die einen Ersatz für ausgeschlossene oder gekündigte Mitglieder oder Mieter vorsieht."
Werdmühle | BGW - Statuten,Statuten,Ich kann leider nicht auf die PDF-Datei zugreifen und somit keine Angaben zu den Statuten der Genossenschaft Werdmühle machen.
Waidmatt - Vermietungsbestimmungen,Vermietungsbestimmungen,"Ich konnte die Vermietungsbestimmungen unter dem angegebenen Link nicht einsehen, da die Datei ungültig oder nicht zugänglich ist. Daher kann ich keine Antworten zu den gestellten Fragen geben."
Waidmatt - Statuten,Statuten,"Ich konnte die Statuten unter dem angegebenen Link nicht einsehen, da die Datei ungültig oder nicht zugänglich ist. Daher kann ich keine Antworten zu den gewünschten Fragen geben."
Gewo Züri Ost - Vermietungsbestimmungen,Vermietungsbestimmungen,"Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Das Reglement nennt keine zeitliche Begrenzung für die Dauer des Wohnens in der Genossenschaft oder in einer Wohnung. Es gibt keine maximale Aufenthaltsdauer, solange die Bedingungen eingehalten werden.

Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird nicht verwendet. Es wird allgemein von Mietverhältnis, Mitgliedschaft und Belegung gesprochen.

Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Ausschluss als Genossenschaftsmitglied erfolgt, wenn die Bedingungen (z.B. Belegungsvorschriften, Informationspflichten) nicht eingehalten werden. Es wird auf Art. 10 der Statuten verwiesen, der bei Nichteinhaltung zur Kündigung und zum Ausschluss führen kann.

Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Bei Nichteinhaltung der Belegungsvorschriften, mehrfacher oder absichtlicher Verletzung der Informationspflicht oder Verstößen gegen die Bedingungen kann das Mietverhältnis gekündigt werden. Auch bei unzulässiger Untervermietung oder wirtschaftlichen Ausständen kann eine Kündigung erfolgen.

Wird ein Ersatz angeboten?
Bei Unterbelegung wird eine adäquate Wohnung in der gleichen Siedlung oder Ortschaft angeboten. Wird diese abgelehnt, wird ein Unterbelegungszuschlag erhoben. Die Genossenschaft unterstützt beim Wohnungswechsel innerhalb der Siedlungen, z.B. durch Erlass eines halben Monatsmietzinses und Übernahme der Reinigungskosten bei einem Wohnungstausch innerhalb der Genossenschaft. Ein genereller Anspruch auf Ersatzwohnung besteht nicht, aber Unterstützung wird angeboten."
Gewo Züri Ost - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Die Statuten nennen keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht. Die Mitgliedschaft und das Mietverhältnis bestehen grundsätzlich unbefristet, solange keine Ausschluss- oder Kündigungsgründe vorliegen.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird nicht explizit von ""Bleiberecht"" oder ""Wohnrecht"" gesprochen. Die Statuten regeln die Mitgliedschaft und das Mietverhältnis, wobei das Mietverhältnis an die Mitgliedschaft gekoppelt ist.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann durch den Vorstand ausgeschlossen werden, wenn ein wichtiger Grund oder einer der folgenden Ausschlussgründe vorliegt (Art. 10):
  - Verletzung der Mitgliedschaftspflichten, insbesondere der genossenschaftlichen Treuepflicht, Missachtung von Beschlüssen, vorsätzliche Schädigung der Genossenschaft
  - Missachtung der Pflicht, selbst in der gemieteten Wohnung zu wohnen und dort zivilrechtlichen Wohnsitz zu haben
  - Zweckentfremdung der Wohnung (z.B. überwiegende geschäftliche Nutzung)
  - Ablehnung eines zumutbaren Umsiedlungsangebotes bei Unterbelegung oder bei Umbau/Abbruch
  - Missachtung der Untermietbestimmungen
  - Scheidung oder Trennung gemäss Statuten/Vermietungsreglement
  - Vorliegen eines ausserordentlichen mietrechtlichen Kündigungsgrundes (z.B. gemäss Art. 257d, 257f, 266g, 266h OR)
  - Verletzung von Bestimmungen der Wohnbauförderung, sofern kein zumutbares Umsiedlungsangebot gemacht werden kann oder abgelehnt wurde

Dem Ausschluss hat in der Regel eine Mahnung vorauszugehen, ausser wenn diese nutzlos ist oder eine mietrechtliche Kündigung nach Art. 257f Abs. 4 OR erfolgt.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Die Kündigung des Mietvertrags richtet sich nach den mietrechtlichen Bestimmungen. Ein Ausschluss aus der Genossenschaft kann zur Kündigung des Mietvertrags führen. Ausserordentliche mietrechtliche Kündigungsgründe (z.B. Zahlungsverzug, schwere Pflichtverletzungen) sind ebenfalls möglich.

- Wird ein Ersatz angeboten?
Bei Unterbelegung oder bei Umbau/Abbruch muss ein zumutbares Umsiedlungsangebot gemacht werden. Wird dieses abgelehnt, kann dies zum Ausschluss führen. Ist kein zumutbares Umsiedlungsangebot möglich, kann das Mietverhältnis gekündigt werden.

Quelle: Statuten der Wohnbaugenossenschaft Gewo Züri Ost, Fassung vom 08. Mai 2025, insbesondere Art. 4, 7–10."
Vrenelisgärtli - Statuten,Statuten,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnen in einer Wohnung. Die Mitgliedschaft und das Mietverhältnis bestehen grundsätzlich unbefristet, solange die Bedingungen der Statuten eingehalten werden.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird kein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" verwendet. Die Statuten sprechen von ""Mitgliedschaft"" und ""Mietvertrag"".

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann ausgeschlossen werden, wenn es seine Pflichten als Mitglied oder Mieter verletzt. Gründe sind insbesondere:
  - Verletzung der Sorgfaltspflicht und Rücksichtnahme trotz Mahnung
  - Zahlungsrückstand
  - Wichtige Gründe gemäss OR
  - Missachtung der Unterbelegungsbestimmungen
  - Unzulässige Untermiete
  - Nicht dauerndes Bewohnen der Räume
  - Zweckentfremdung des Mietobjekts
Dem Ausschluss muss in der Regel eine Mahnung vorausgehen, außer sie ist nutzlos oder eine mietrechtliche Kündigung ist gerechtfertigt.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Die Kündigung des Mietvertrags erfolgt nur in Verbindung mit dem Ausschluss und bei Vorliegen der oben genannten Gründe. Zusätzlich kann bei Trennung/Scheidung der Mietvertrag auf einen anderen Partner übertragen werden, wobei das bisherige Mitglied ausgeschlossen werden kann, wenn keine andere Wohnung angeboten wird.

- Wird ein Ersatz angeboten?
Ein Ersatz (z.B. eine andere Wohnung) wird nur im Zusammenhang mit Trennung/Scheidung erwähnt: Der Vorstand kann das bisherige Mitglied ohne Abmahnung ausschließen, sofern er ihr/ihm keine andere Wohnung zur Verfügung stellen kann oder will. In anderen Fällen ist kein Anspruch auf Ersatzwohnung vorgesehen.

Quelle: Statuten der Baugenossenschaft Vrenelisgärtli, Juni 2025, https://vrenelisgaertli.ch/assets/statuten_juni-2025.pdf"
